 
Rerun routine. 
snmarried      0.14490000      0.14521436
L      0.53600000      0.54958943
clmm      0.00000000      0.94307109
 
 data and simulated moments: and dif and weighted dif 
scommiles      0.22970423     -0.48432511
shcommiles_dif     -0.01738073      0.04768987
swcommiles_difw     -0.21646248      0.02295787
whours_pww_dif     52.82587360     -0.26882919
hhours_pww     77.51957020     -0.64917189
hhours_pwn_dif   -147.87453712      0.64738556
shours     -8.53780467      0.03068938
whwk_pww    -49.93332059      0.50397765
whwk_pwn_dif     15.23958351     -0.05214955
hhwk_pww_dif     28.08336306     -0.26294562
hhwk_pwn_difhpww     64.43528982     -0.47047491
shwk      0.47609920     -0.00259046
wlfp_dif     -0.06797744      0.70011366
hlfp      0.01705657     -0.42880074
wagegap_hw_withn     -0.00150674      0.03509037
hdj     -0.16431556      1.49834533
hdo     -0.32310572      0.28700736
d_jobjob_all_psid      1.65827403     -0.47210201
d_jobjob_hwithin_psid      1.10897688     -0.31505428
d_jobjob_hw_actual     -1.68247969      0.29803143
scity_dif     -0.02394404      0.11453250
sdo_dif     -0.22589921      0.09940108
wdo_dif     -0.04622217      0.01366232
abs_hdo_wdo     -0.00270713      0.00291308
betacom_w      0.01141169     -0.01777120
betalfp_w      0.00434294     -1.77634883
betahrs_w      0.65505664     -1.10260011
betahrs0_w      3.82649114     -0.67671873
betahwk_w     -1.94107147      0.16878497
betacom     -0.27601819      0.12475243
betalfp      0.00158168     -0.08896999
betahrs     14.25767753     -0.37125147
betahrs0     18.65035574     -0.53382044
betahwk     -3.44127100      0.05774890
betalwg_w      0.00008380     -0.00437245
sdj_dif     -0.03315611      0.15567016
shouseexp     -0.00359944      0.11382436
scity      0.06238083     -0.42657276
sjobscity     -0.10372975      0.53966542
p_gradient     -0.00323079      0.06651975
p_gradient_simple     -0.00802601      0.20032367
snmarried     -0.00031436      0.00469229
L     -0.01358943      0.00258872
clmm     -0.94307109     94.30710910
 
 parameter value
wa   24.3827510790
b    0.0018814014
ce_    1.0000000000
ces_    1.0000000000
le_   13.0438198593
NLY    0.0000000000
eta_    0.1901838235
crra_    1.1853049568
crrat_    2.0840641612
crrah_    1.1853049568
pi_    0.4707436689
piw_    0.5546674487
piel_    0.4766370607
crrax_    0.6634091765
pish_    0.3788983353
wgap_raw   -0.2324780573
d   24.6528683687
line    1.9536321087
AS1    0.0000000000
A1   -0.1810651835
AC_sub    0.1056213571
sel    0.3307113115
dmin    0.0000000000
AC2    0.0000000000
pid_    0.3657088748
PHID_    2.7344154573
gamd_ 2000.0000000000
deltaw_    0.5000000000
jobdif_    2.4161849054
Jcenter    5.1533440219
plocal_    0.6231544180
Jseg    0.7055980000
muw    0.2414202447
sw    0.3657088748
Xi    6.1144317357
wc    6.6946523884
LA0    0.5495894343
THETA    1.6562267825
THETAHW    0.0000000000
sigmam    1.0000000000
lsbar    0.2671232877
MtoF    1.0000000000
sstaysingleh    0.1449000000
sstaysinglew    0.1449000000
mm    0.0000000000
wb    0.0000000000
typeic    3.7000000000
ic0_    0.0000000000
p0_1    1.0029112294
p0_2    0.9287552781
p0_3    0.9213880463
wfh    0.0000000000
hs_wfh    1.0000000000
p0_4    1.0000000000
wfh_share    1.0000000000
Sup1    0.0000000000
SupS    0.0000000000
Tx    5.1813471503
Tl    5.1813471503
 
 parameter value - raw inputs
eta_  -1.659764182316963
crra_  0.170000088976707
crrat_  0.734319910964476
wgap_raw  -1.458959435821146
d  0.902308164568677
line  4.023670745010824
A1  -0.181065183525487
AC_sub  0.105621357056534
sel  -1.106509454877977
pid_  -1.005917686252706
PHID_  1.005917686252706
jobdif_  0.882189810843623
Jcenter  1.639645828591909
plocal_  0.502958843126353
muw  0.241420244700649
sw  -1.005917686252706
Xi  1.810651835254871
wc  1.901309056715938
LA0  0.199011981489333
 
GMM =     11989.39934752
time =       102.00341600
 data and simulated moments 
scommiles      8.66691216      8.49981268
shcommiles_dif     -2.70849410     -2.70740939
swcommiles_difw     -0.29730105     -0.10136750
whours_pww_dif   -671.54653071   -713.30630586
hhours_pww   2206.54212703   2126.38712414
hhours_pwn_dif     63.10283874    213.61269994
shours   1873.12607014   1882.85004955
whwk_pww    973.91420861   1020.37583549
whwk_pwn_dif    683.00321900    671.70414953
hhwk_pww_dif   -604.50613192   -628.51412682
hhwk_pwn_difhpww    -50.52416769   -116.16090539
shwk    495.34145666    494.41939231
wlfp_dif     -0.22074336     -0.14976416
hlfp      0.97377889      0.95405920
wagegap_hw_withn     -0.24397495     -0.24117072
hdj     20.27689349     20.32173109
hdo     20.02657681     20.22850705
d_jobjob_all_psid     17.30000361     15.42965056
d_jobjob_hwithin_psid     16.26666944     14.91796218
d_jobjob_hw_actual      9.74049414     11.45722682
scity_dif      0.07038010      0.09449260
sdo_dif     -1.69306874     -1.48274205
wdo_dif      0.02794151      0.07526196
abs_hdo_wdo      1.86223858      1.87628613
betacom_w     -0.10535006     -0.11961720
betalfp_w     -0.00158860     -0.00569428
betahrs_w     -2.48452209     -2.86902783
betahrs0_w     -5.14604086     -8.32369521
betahwk_w      3.28461779      4.94840423
betacom      0.70642426      0.99468569
betalfp     -0.00192247     -0.00361527
betahrs     -4.93468120    -18.88906171
betahrs0     -5.46210312    -24.05746908
betahwk     -1.06397872      2.33822931
betalwg_w     -0.00117863     -0.00136475
sdj_dif     -1.40987482     -1.38951655
shouseexp      0.19300000      0.19720335
scity      0.39191477      0.33167073
sjobscity      0.49779057      0.60740513
p_gradient     -0.00876873     -0.00668122
p_gradient_simple      0.07276506      0.09821938
snmarried      0.14490000      0.14526486
L      0.53600000      0.54953256
clmm      0.00000000     -1.09459422
 
 data and simulated moments: and dif and weighted dif 
scommiles      0.16709947     -0.35232468
shcommiles_dif     -0.00108471      0.00297627
swcommiles_difw     -0.19593355      0.02078058
whours_pww_dif     41.75977514     -0.21251417
hhours_pww     80.15500289     -0.67124179
hhours_pwn_dif   -150.50986120      0.65892285
shours     -9.72397942      0.03495312
whwk_pww    -46.46162688      0.46893780
whwk_pwn_dif     11.29906947     -0.03866519
hhwk_pww_dif     24.00799490     -0.22478779
hhwk_pwn_difhpww     65.63673770     -0.47924729
shwk      0.92206435     -0.00501697
wlfp_dif     -0.07097919      0.73102929
hlfp      0.01971969     -0.49575129
wagegap_hw_withn     -0.00280423      0.06530750
hdj     -0.04483760      0.40886095
hdo     -0.20193024      0.17936997
d_jobjob_all_psid      1.87035305     -0.53247980
d_jobjob_hwithin_psid      1.34870726     -0.38316038
d_jobjob_hw_actual     -1.71673267      0.30409894
scity_dif     -0.02411250      0.11533827
sdo_dif     -0.21032670      0.09254880
wdo_dif     -0.04732044      0.01398695
abs_hdo_wdo     -0.01404755      0.01511627
betacom_w      0.01426715     -0.02221794
betalfp_w      0.00410569     -1.67930756
betahrs_w      0.38450574     -0.64720522
betahrs0_w      3.17765435     -0.56197130
betahwk_w     -1.66378644      0.14467378
betacom     -0.28826143      0.13028602
betalfp      0.00169280     -0.09522021
betahrs     13.95438052     -0.36335401
betahrs0     18.59536596     -0.53224650
betahwk     -3.40220802      0.05709337
betalwg_w      0.00018612     -0.00971186
sdj_dif     -0.02035827      0.09558345
shouseexp     -0.00420335      0.13292163
scity      0.06024405     -0.41196098
sjobscity     -0.10961456      0.57028175
p_gradient     -0.00208751      0.04298034
p_gradient_simple     -0.02545432      0.63532218
snmarried     -0.00036486      0.00544620
L     -0.01353256      0.00257789
clmm      1.09459422   -109.45942158
 
 parameter value
wa   24.3827510790
b    0.0018814014
ce_    1.0000000000
ces_    1.0000000000
le_   12.9825492222
NLY    0.0000000000
eta_    0.1910555835
crra_    1.1847498698
crrat_    2.0798516546
crrah_    1.1847498698
pi_    0.4716962611
piw_    0.5545073736
piel_    0.4756736370
crrax_    0.6620204461
pish_    0.3798480056
wgap_raw   -0.2301607287
d   24.5916522090
line    1.9531394010
AS1    0.0000000000
A1   -0.1805662778
AC_sub    0.1053303287
sel    0.3317211453
dmin    0.0000000000
AC2    0.0000000000
pid_    0.3667239154
PHID_    2.7268469764
gamd_ 2000.0000000000
deltaw_    0.5000000000
jobdif_    2.4103188255
Jcenter    5.1301144069
plocal_    0.6228289194
Jseg    0.7055980000
muw    0.2407550371
sw    0.3667239154
Xi    6.0840024582
wc    7.2727269044
LA0    0.5495325589
THETA    1.6565335362
THETAHW    0.0000000000
sigmam    1.0000000000
lsbar    0.2671232877
MtoF    1.0000000000
sstaysingleh    0.1449000000
sstaysinglew    0.1449000000
mm    0.0000000000
wb    0.0000000000
typeic    3.7000000000
ic0_    0.0000000000
p0_1    1.0178596090
p0_2    0.9262408324
p0_3    0.9190369047
wfh    0.0000000000
hs_wfh    1.0000000000
p0_4    1.0000000000
wfh_share    1.0000000000
Sup1    0.0000000000
SupS    0.0000000000
Tx    5.1813471503
Tl    5.1813471503
 
 parameter value - raw inputs
eta_  -1.655190880239543
crra_  0.169531671976050
crrat_  0.732296571257495
wgap_raw  -1.468977393726926
d  0.899821951257497
line  4.012583952095862
A1  -0.180566277844314
AC_sub  0.105330328742516
sel  -1.103460586826362
pid_  -1.003145988023965
PHID_  1.003145988023965
jobdif_  0.879759031497018
Jcenter  1.635127960479063
plocal_  0.501572994011983
muw  0.240755037125752
sw  -1.003145988023965
Xi  1.805662778443138
wc  1.984131311227987
LA0  0.198782222422740
 
GMM =      2899.81844757
time =        85.06602320
 data and simulated moments 
scommiles      8.66691216      8.51321802
shcommiles_dif     -2.70849410     -2.73093650
swcommiles_difw     -0.29730105     -0.08447930
whours_pww_dif   -671.54653071   -725.19139429
hhours_pww   2206.54212703   2131.12559702
hhours_pwn_dif     63.10283874    208.87455089
shours   1873.12607014   1882.90916025
whwk_pww    973.91420861   1023.20488329
whwk_pwn_dif    683.00321900    668.89356418
hhwk_pww_dif   -604.50613192   -632.59871747
hhwk_pwn_difhpww    -50.52416769   -114.91809985
shwk    495.34145666    494.36299802
wlfp_dif     -0.22074336     -0.15158710
hlfp      0.97377889      0.95435850
wagegap_hw_withn     -0.24397495     -0.24479409
hdj     20.27689349     20.30766699
hdo     20.02657681     20.21341517
d_jobjob_all_psid     17.30000361     15.39178251
d_jobjob_hwithin_psid     16.26666944     14.86764556
d_jobjob_hw_actual      9.74049414     11.46906366
scity_dif      0.07038010      0.09474189
sdo_dif     -1.69306874     -1.48983456
wdo_dif      0.02794151      0.07683097
abs_hdo_wdo      1.86223858      1.88079822
betacom_w     -0.10535006     -0.12256953
betalfp_w     -0.00158860     -0.00573588
betahrs_w     -2.48452209     -2.90132655
betahrs0_w     -5.14604086     -8.33360894
betahwk_w      3.28461779      4.97873839
betacom      0.70642426      0.99859711
betalfp     -0.00192247     -0.00356437
betahrs     -4.93468120    -18.81240312
betahrs0     -5.46210312    -23.89291129
betahwk     -1.06397872      2.26281175
betalwg_w     -0.00117863     -0.00141233
sdj_dif     -1.40987482     -1.39608928
shouseexp      0.19300000      0.19722181
scity      0.39191477      0.33216066
sjobscity      0.49779057      0.60866348
p_gradient     -0.00876873     -0.00689619
p_gradient_simple      0.07276506      0.10159318
snmarried      0.14490000      0.14507925
L      0.53600000      0.54963195
clmm      0.00000000      0.53774314
 
 data and simulated moments: and dif and weighted dif 
scommiles      0.15369414     -0.32405990
shcommiles_dif      0.02244240     -0.06157828
swcommiles_difw     -0.21282175      0.02257174
whours_pww_dif     53.64486357     -0.27299700
hhours_pww     75.41653000     -0.63156041
hhours_pwn_dif   -145.77171215      0.63817953
shours     -9.78309011      0.03516559
whwk_pww    -49.29067468      0.49749142
whwk_pwn_dif     14.10965481     -0.04828296
hhwk_pww_dif     28.09258555     -0.26303197
hhwk_pwn_difhpww     64.39393217     -0.47017294
shwk      0.97845864     -0.00532381
wlfp_dif     -0.06915625      0.71225446
hlfp      0.01942039     -0.48822703
wagegap_hw_withn      0.00081913     -0.01907671
hdj     -0.03077350      0.28061453
hdo     -0.18683836      0.16596420
d_jobjob_all_psid      1.90822110     -0.54326064
d_jobjob_hwithin_psid      1.39902388     -0.39745506
d_jobjob_hw_actual     -1.72856952      0.30619570
scity_dif     -0.02436180      0.11653075
sdo_dif     -0.20323419      0.08942793
wdo_dif     -0.04888946      0.01445072
abs_hdo_wdo     -0.01855965      0.01997165
betacom_w      0.01721947     -0.02681554
betalfp_w      0.00414728     -1.69632053
betahrs_w      0.41680447     -0.70157087
betahrs0_w      3.18756808     -0.56372456
betahwk_w     -1.69412060      0.14731147
betacom     -0.29217285      0.13205387
betalfp      0.00164190     -0.09235701
betahrs     13.87772192     -0.36135792
betahrs0     18.43080817     -0.52753644
betahwk     -3.32679047      0.05582777
betalwg_w      0.00023371     -0.01219478
sdj_dif     -0.01378554      0.06472404
shouseexp     -0.00422181      0.13350533
scity      0.05975411     -0.40861068
sjobscity     -0.11087291      0.57682847
p_gradient     -0.00187253      0.03855417
p_gradient_simple     -0.02882812      0.71952989
snmarried     -0.00017925      0.00267557
L     -0.01363195      0.00259682
clmm     -0.53774314     53.77431361
 
 parameter value
wa   24.3827510790
b    0.0018814014
ce_    1.0000000000
ces_    1.0000000000
le_   12.9813156214
NLY    0.0000000000
eta_    0.1910732391
crra_    1.1847386566
crrat_    2.0797666260
crrah_    1.1847386566
pi_    0.4716735626
piw_    0.5544038804
piel_    0.4756541905
crrax_    0.6620235795
pish_    0.3798526708
wgap_raw   -0.2333135266
d   24.5904168658
line    1.9531293943
AS1    0.0000000000
A1   -0.1805561971
AC_sub    0.1053244483
sel    0.3317415814
dmin    0.0000000000
AC2    0.0000000000
pid_    0.3667444540
PHID_    2.7266942666
gamd_ 2000.0000000000
deltaw_    0.5000000000
jobdif_    2.4102004446
Jcenter    5.1296461187
plocal_    0.6228223413
Jseg    0.7055980000
muw    0.2407415962
sw    0.3667444540
Xi    6.0833891788
wc    7.3937851445
LA0    0.5496319532
THETA    1.6561771681
THETAHW    0.0000000000
sigmam    1.0000000000
lsbar    0.2671232877
MtoF    1.0000000000
sstaysingleh    0.1449000000
sstaysinglew    0.1449000000
mm    0.0000000000
wb    0.0000000000
typeic    3.7000000000
ic0_    0.0000000000
p0_1    1.0203298935
p0_2    0.9254085160
p0_3    0.9181174090
wfh    0.0000000000
hs_wfh    1.0000000000
p0_4    1.0000000000
wfh_share    1.0000000000
Sup1    0.0000000000
SupS    0.0000000000
Tx    5.1813471503
Tl    5.1813471503
 
 parameter value - raw inputs
eta_  -1.655098473777918
crra_  0.169522207314223
crrat_  0.732255688398716
wgap_raw  -1.455372122411463
d  0.899771715744723
line  4.012359936431320
A1  -0.180556197139409
AC_sub  0.105324448331322
sel  -1.103398982518613
pid_  -1.003089984107830
PHID_  1.003089984107830
jobdif_  0.879709916062567
Jcenter  1.635036674095762
plocal_  0.501544992053915
muw  0.240741596185879
sw  -1.003089984107830
Xi  1.805561971394094
wc  2.000639802010673
LA0  0.199183747935826
 
GMM =     13682.30296087
time =        50.63979460
 data and simulated moments 
scommiles      8.66691216      8.51025013
shcommiles_dif     -2.70849410     -2.75493357
swcommiles_difw     -0.29730105     -0.07080000
whours_pww_dif   -671.54653071   -722.71483807
hhours_pww   2206.54212703   2128.81574665
hhours_pwn_dif     63.10283874    211.18419503
shours   1873.12607014   1881.53474428
whwk_pww    973.91420861   1023.52347226
whwk_pwn_dif    683.00321900    668.16612055
hhwk_pww_dif   -604.50613192   -632.38988025
hhwk_pwn_difhpww    -50.52416769   -115.01876615
shwk    495.34145666    494.64823799
wlfp_dif     -0.22074336     -0.15579568
hlfp      0.97377889      0.95210787
wagegap_hw_withn     -0.24397495     -0.24408046
hdj     20.27689349     20.38734812
hdo     20.02657681     20.29302078
d_jobjob_all_psid     17.30000361     15.43719337
d_jobjob_hwithin_psid     16.26666944     14.90892434
d_jobjob_hw_actual      9.74049414     11.47833327
scity_dif      0.07038010      0.09602328
sdo_dif     -1.69306874     -1.51426386
wdo_dif      0.02794151      0.07745359
abs_hdo_wdo      1.86223858      1.88451081
betacom_w     -0.10535006     -0.12506355
betalfp_w     -0.00158860     -0.00570636
betahrs_w     -2.48452209     -2.95696198
