 
Rerun routine. 
sdj_dif     -1.40987482     -1.40095988
shouseexp      0.19300000      0.19713013
scity      0.39191477      0.33236763
sjobscity      0.49779057      0.60925688
p_gradient     -0.00876873     -0.00699244
p_gradient_simple      0.07276506      0.10315668
snmarried      0.14490000      0.14556778
L      0.53600000      0.54900767
clmm      0.00000000      2.00335351
 
 data and simulated moments: and dif and weighted dif 
scommiles      0.14751629     -0.31103407
shcommiles_dif      0.03623244     -0.09941589
swcommiles_difw     -0.21794969      0.02311560
whours_pww_dif     60.59921891     -0.30838750
hhours_pww     72.43714336     -0.60661014
hhours_pwn_dif   -142.79218085      0.62513532
shours     -9.63824963      0.03464496
whwk_pww    -50.88856132      0.51361891
whwk_pwn_dif     15.73775824     -0.05385429
hhwk_pww_dif     30.44927978     -0.28509779
hhwk_pwn_difhpww     63.70734762     -0.46515983
shwk      0.97003031     -0.00527795
wlfp_dif     -0.06875718      0.70814432
hlfp      0.01939038     -0.48747247
wagegap_hw_withn      0.00022334     -0.00520131
hdj     -0.03342485      0.30479143
hdo     -0.18903593      0.16791626
d_jobjob_all_psid      1.91993494     -0.54659551
d_jobjob_hwithin_psid      1.41721822     -0.40262397
d_jobjob_hw_actual     -1.73678538      0.30765104
scity_dif     -0.02455919      0.11747494
sdo_dif     -0.19798017      0.08711603
wdo_dif     -0.04951630      0.01463600
abs_hdo_wdo     -0.02116015      0.02276999
betacom_w      0.01889476     -0.02942443
betalfp_w      0.00415631     -1.70001583
betahrs_w      0.40638246     -0.68402841
betahrs0_w      3.13132688     -0.55377825
betahwk_w     -1.68246497      0.14629796
betacom     -0.29417927      0.13296072
betalfp      0.00162272     -0.09127838
betahrs     13.84255936     -0.36044233
betahrs0     18.38014261     -0.52608626
betahwk     -3.30374252      0.05544100
betalwg_w      0.00025773     -0.01344841
sdj_dif     -0.00891494      0.04185624
shouseexp     -0.00413013      0.13060602
scity      0.05954714     -0.40719541
sjobscity     -0.11146631      0.57991572
p_gradient     -0.00177629      0.03657262
p_gradient_simple     -0.03039162      0.75855372
snmarried     -0.00066778      0.00996778
L     -0.01300767      0.00247790
clmm     -2.00335351    200.33535053
 
 parameter value
wa   24.3827510790
b    0.0018814014
ce_    1.0000000000
ces_    1.0000000000
le_   12.9903550479
NLY    0.0000000000
eta_    0.1909439602
crra_    1.1848207891
crrat_    2.0803894899
crrah_    1.1848207891
pi_    0.4717964152
piw_    0.5550583340
piel_    0.4757966429
crrax_    0.6620330189
pish_    0.3798033985
wgap_raw   -0.2324599148
d   24.5994664551
line    1.9532026397
AS1    0.0000000000
A1   -0.1806300323
AC_sub    0.1053675188
sel    0.3315919284
dmin    0.0000000000
AC2    0.0000000000
pid_    0.3665940480
PHID_    2.7278129730
gamd_ 2000.0000000000
deltaw_    0.5000000000
jobdif_    2.4110676490
Jcenter    5.1330770407
plocal_    0.6228705205
Jseg    0.7055980000
muw    0.2408400430
sw    0.3665940480
Xi    6.0878825167
wc    7.4409636159
LA0    0.5490076675
THETA    1.6518192886
THETAHW    0.0000000000
sigmam    1.0000000000
lsbar    0.2671232877
MtoF    1.0000000000
sstaysingleh    0.1449000000
sstaysinglew    0.1449000000
mm    0.0000000000
wb    0.0000000000
typeic    3.7000000000
ic0_    0.0000000000
p0_1    1.0207146304
p0_2    0.9243116321
p0_3    0.9170282502
wfh    0.0000000000
hs_wfh    1.0000000000
p0_4    1.0000000000
wfh_share    1.0000000000
Sup1    0.0000000000
SupS    0.0000000000
Tx    5.1813471503
Tl    5.1813471503
 
 parameter value - raw inputs
eta_  -1.655775295951918
crra_  0.169591530312651
crrat_  0.732555130936304
wgap_raw  -1.459037478130924
d  0.900139660890225
line  4.014000717459198
A1  -0.180630032285664
AC_sub  0.105367518833304
sel  -1.103850197301280
pid_  -1.003500179364800
PHID_  1.003500179364800
jobdif_  0.880069657302929
Jcenter  1.635705292364622
plocal_  0.501750089682400
muw  0.240840043047552
sw  -1.003500179364800
Xi  1.806300322856639
wc  2.007000358729599
LA0  0.196662069288526
 
GMM =     53729.56203644
time =        84.88845350
 data and simulated moments 
scommiles      8.66691216      8.51574348
shcommiles_dif     -2.70849410     -2.70482889
swcommiles_difw     -0.29730105     -0.11527622
whours_pww_dif   -671.54653071   -705.42224064
hhours_pww   2206.54212703   2123.81995519
hhours_pwn_dif     63.10283874    216.18007682
shours   1873.12607014   1883.19483471
whwk_pww    973.91420861   1018.22491716
whwk_pwn_dif    683.00321900    674.00557205
hhwk_pww_dif   -604.50613192   -625.71108879
hhwk_pwn_difhpww    -50.52416769   -117.02048460
shwk    495.34145666    494.29733632
wlfp_dif     -0.22074336     -0.14805724
hlfp      0.97377889      0.95303625
wagegap_hw_withn     -0.24397495     -0.23923646
hdj     20.27689349     20.28800625
hdo     20.02657681     20.19463503
d_jobjob_all_psid     17.30000361     15.37262851
d_jobjob_hwithin_psid     16.26666944     14.85617960
d_jobjob_hw_actual      9.74049414     11.46404107
scity_dif      0.07038010      0.09448226
sdo_dif     -1.69306874     -1.48587583
wdo_dif      0.02794151      0.07500585
abs_hdo_wdo      1.86223858      1.87825632
betacom_w     -0.10535006     -0.11940616
betalfp_w     -0.00158860     -0.00559982
betahrs_w     -2.48452209     -2.76640484
betahrs0_w     -5.14604086     -8.09921537
betahwk_w      3.28461779      4.84276038
betacom      0.70642426      0.99745759
betalfp     -0.00192247     -0.00366629
betahrs     -4.93468120    -18.81844840
betahrs0     -5.46210312    -24.09317567
betahwk     -1.06397872      2.35040457
betalwg_w     -0.00117863     -0.00138129
sdj_dif     -1.40987482     -1.39189569
shouseexp      0.19300000      0.19738604
scity      0.39191477      0.33221877
sjobscity      0.49779057      0.60893727
p_gradient     -0.00876873     -0.00696887
p_gradient_simple      0.07276506      0.10263908
snmarried      0.14490000      0.14567260
L      0.53600000      0.54942228
clmm      0.00000000     -2.31779704
 
 data and simulated moments: and dif and weighted dif 
scommiles      0.15116868     -0.31873504
shcommiles_dif     -0.00366521      0.01005673
swcommiles_difw     -0.18202483      0.01930543
whours_pww_dif     33.87570992     -0.17239241
hhours_pww     82.72217184     -0.69274002
hhours_pwn_dif   -153.07723808      0.67016267
shours    -10.06876457      0.03619246
whwk_pww    -44.31070855      0.44722855
whwk_pwn_dif      8.99764695     -0.03078977
hhwk_pww_dif     21.20495687     -0.19854284
hhwk_pwn_difhpww     66.49631691     -0.48552352
shwk      1.04412034     -0.00568107
wlfp_dif     -0.07268612      0.74860929
hlfp      0.02074264     -0.52146829
wagegap_hw_withn     -0.00473850      0.11035456
hdj     -0.01111276      0.10133399
hdo     -0.16805821      0.14928224
d_jobjob_all_psid      1.92737510     -0.54871368
d_jobjob_hwithin_psid      1.41048985     -0.40071247
d_jobjob_hw_actual     -1.72354693      0.30530600
scity_dif     -0.02410216      0.11528883
sdo_dif     -0.20719291      0.09116986
wdo_dif     -0.04706434      0.01391125
abs_hdo_wdo     -0.01601774      0.01723636
betacom_w      0.01405610     -0.02188928
betalfp_w      0.00401122     -1.64066960
betahrs_w      0.28188276     -0.47446884
betahrs0_w      2.95317451     -0.52227182
betahwk_w     -1.55814259      0.13548757
betacom     -0.29103333      0.13153884
betalfp      0.00174382     -0.09809016
betahrs     13.88376720     -0.36151533
betahrs0     18.63107255     -0.53326851
betahwk     -3.41438328      0.05729769
betalwg_w      0.00020266     -0.01057488
sdj_dif     -0.01797913      0.08441323
shouseexp     -0.00438604      0.13869868
scity      0.05969600     -0.40821331
sjobscity     -0.11114670      0.57825289
p_gradient     -0.00179985      0.03705775
p_gradient_simple     -0.02987401      0.74563474
snmarried     -0.00077260      0.01153231
L     -0.01342228      0.00255688
clmm      2.31779704   -231.77970355
 
 parameter value
wa   24.3827510790
b    0.0018814014
ce_    1.0000000000
ces_    1.0000000000
le_   12.9640378849
NLY    0.0000000000
eta_    0.1913209564
crra_    1.1845814497
crrat_    2.0785748239
crrah_    1.1845814497
pi_    0.4720242959
piw_    0.5545516254
piel_    0.4753816187
crrax_    0.6615707615
pish_    0.3801498370
wgap_raw   -0.2280537439
d   24.5731029002
line    1.9529888796
AS1    0.0000000000
A1   -0.1804148576
AC_sub    0.1052420003
sel    0.3320282442
dmin    0.0000000000
AC2    0.0000000000
pid_    0.3670325420
PHID_    2.7245540531
gamd_ 2000.0000000000
deltaw_    0.5000000000
jobdif_    2.4085412612
Jcenter    5.1230848434
plocal_    0.6227301071
Jseg    0.7055980000
muw    0.2405531435
sw    0.3670325420
Xi    6.0747970183
wc    7.4231947881
LA0    0.5494222754
THETA    1.6541676917
THETAHW    0.0000000000
sigmam    1.0000000000
lsbar    0.2671232877
MtoF    1.0000000000
sstaysingleh    0.1449000000
sstaysinglew    0.1449000000
mm    0.0000000000
wb    0.0000000000
typeic    3.7000000000
ic0_    0.0000000000
p0_1    1.0218278159
p0_2    0.9257046942
p0_3    0.9185977100
wfh    0.0000000000
hs_wfh    1.0000000000
p0_4    1.0000000000
wfh_share    1.0000000000
Sup1    0.0000000000
SupS    0.0000000000
Tx    5.1813471503
Tl    5.1813471503
 
 parameter value - raw inputs
eta_  -1.653802861375897
crra_  0.169389505195471
crrat_  0.731682478063276
wgap_raw  -1.478173958916829
d  0.899067373729806
line  4.009219057880964
A1  -0.180414857604643
AC_sub  0.105242000269375
sel  -1.102535240917266
pid_  -1.002304764470241
PHID_  1.002304764470241
jobdif_  0.879021278440402
Jcenter  1.633756766086493
plocal_  0.501152382235120
muw  0.240553143472858
sw  -1.002304764470241
Xi  1.804148576046435
wc  2.004609528940482
LA0  0.198336726130094
 
GMM =     11804.96953586
time =        93.44834890
 data and simulated moments 
scommiles      8.66691216      8.51778714
shcommiles_dif     -2.70849410     -2.73891163
swcommiles_difw     -0.29730105     -0.07870842
whours_pww_dif   -671.54653071   -729.18306117
hhours_pww   2206.54212703   2132.71073721
hhours_pwn_dif     63.10283874    207.28945996
shours   1873.12607014   1882.92854382
whwk_pww    973.91420861   1024.15877719
whwk_pwn_dif    683.00321900    667.94628820
hhwk_pww_dif   -604.50613192   -633.97326547
hhwk_pwn_difhpww    -50.52416769   -114.50230928
shwk    495.34145666    494.34393436
wlfp_dif     -0.22074336     -0.15219727
hlfp      0.97377889      0.95445841
wagegap_hw_withn     -0.24397495     -0.24601736
hdj     20.27689349     20.30300604
hdo     20.02657681     20.20840703
d_jobjob_all_psid     17.30000361     15.37906205
d_jobjob_hwithin_psid     16.26666944     14.85068807
d_jobjob_hw_actual      9.74049414     11.47307188
scity_dif      0.07038010      0.09482572
sdo_dif     -1.69306874     -1.49222213
wdo_dif      0.02794151      0.07736349
abs_hdo_wdo      1.86223858      1.88232619
betacom_w     -0.10535006     -0.12358444
betalfp_w     -0.00158860     -0.00574985
betahrs_w     -2.48452209     -2.91058982
betahrs0_w     -5.14604086     -8.33565351
betahwk_w      3.28461779      4.98863010
betacom      0.70642426      0.99992737
betalfp     -0.00192247     -0.00354716
betahrs     -4.93468120    -18.78205159
betahrs0     -5.46210312    -23.83431348
betahwk     -1.06397872      2.23641326
betalwg_w     -0.00117863     -0.00142871
sdj_dif     -1.40987482     -1.39830059
shouseexp      0.19300000      0.19722806
scity      0.39191477      0.33232108
sjobscity      0.49779057      0.60908567
p_gradient     -0.00876873     -0.00697066
p_gradient_simple      0.07276506      0.10276262
snmarried      0.14490000      0.14526204
L      0.53600000      0.54966508
clmm      0.00000000      1.08612947
 
 data and simulated moments: and dif and weighted dif 
scommiles      0.14912501     -0.31442603
shcommiles_dif      0.03041753     -0.08346072
swcommiles_difw     -0.21859263      0.02318379
whours_pww_dif     57.63653045     -0.29331047
hhours_pww     73.83138982     -0.61828597
hhours_pwn_dif   -144.18662122      0.63124010
shours     -9.80247368      0.03523527
whwk_pww    -50.24456858      0.50711908
whwk_pwn_dif     15.05693079     -0.05152452
hhwk_pww_dif     29.46713355     -0.27590192
hhwk_pwn_difhpww     63.97814160     -0.46713704
shwk      0.99752230     -0.00542753
wlfp_dif     -0.06854608      0.70597019
hlfp      0.01932048     -0.48571514
wagegap_hw_withn      0.00204241     -0.04756545
hdj     -0.02611255      0.23811268
hdo     -0.18183022      0.16151559
d_jobjob_all_psid      1.92094156     -0.54688209
d_jobjob_hwithin_psid      1.41598137     -0.40227259
d_jobjob_hw_actual     -1.73257773      0.30690571
scity_dif     -0.02444562      0.11693172
sdo_dif     -0.20084662      0.08837734
wdo_dif     -0.04942198      0.01460812
abs_hdo_wdo     -0.02008762      0.02161586
betacom_w      0.01823439     -0.02839605
betalfp_w      0.00416126     -1.70203696
betahrs_w      0.42606773     -0.71716291
betahrs0_w      3.18961265     -0.56408614
betahwk_w     -1.70401231      0.14817160
betacom     -0.29350311      0.13265512
betalfp      0.00162469     -0.09138890
betahrs     13.84737039     -0.36056761
betahrs0     18.37221035     -0.52585922
betahwk     -3.30039197      0.05538477
betalwg_w      0.00025009     -0.01304954
sdj_dif     -0.01157423      0.05434178
shouseexp     -0.00422806      0.13370307
scity      0.05959369     -0.40751371
sjobscity     -0.11129510      0.57902495
p_gradient     -0.00179807      0.03702105
p_gradient_simple     -0.02999756      0.74871837
snmarried     -0.00036204      0.00540409
L     -0.01366508      0.00260314
clmm     -1.08612947    108.61294702
 
 parameter value
wa   24.3827510790
b    0.0018814014
ce_    1.0000000000
ces_    1.0000000000
le_   12.9809044599
NLY    0.0000000000
eta_    0.1910791246
crra_    1.1847349189
crrat_    2.0797382840
crrah_    1.1847349189
pi_    0.4716659951
piw_    0.5543693817
piel_    0.4756477085
crrax_    0.6620246269
pish_    0.3798542245
wgap_raw   -0.2343740274
d   24.5900050985
line    1.9531260584
AS1    0.0000000000
A1   -0.1805528369
AC_sub    0.1053224882
sel    0.3317483937
dmin    0.0000000000
AC2    0.0000000000
pid_    0.3667513004
PHID_    2.7266433652
gamd_ 2000.0000000000
deltaw_    0.5000000000
jobdif_    2.4101609855
Jcenter    5.1294900321
plocal_    0.6228201486
Jseg    0.7055980000
muw    0.2407371159
sw    0.3667513004
Xi    6.0831847661
wc    7.4345840409
LA0    0.5496650837
THETA    1.6540776633
THETAHW    0.0000000000
sigmam    1.0000000000
lsbar    0.2671232877
MtoF    1.0000000000
sstaysingleh    0.1449000000
sstaysinglew    0.1449000000
mm    0.0000000000
wb    0.0000000000
typeic    3.7000000000
ic0_    0.0000000000
p0_1    1.0211893731
p0_2    0.9251189085
p0_3    0.9178034666
wfh    0.0000000000
hs_wfh    1.0000000000
p0_4    1.0000000000
wfh_share    1.0000000000
Sup1    0.0000000000
SupS    0.0000000000
Tx    5.1813471503
Tl    5.1813471503
 
 parameter value - raw inputs
eta_  -1.655067671624044
crra_  0.169519052426948
crrat_  0.732242060779123
wgap_raw  -1.450837031972975
d  0.899754970573799
line  4.012285264543139
A1  -0.180552836904441
AC_sub  0.105322488194257
sel  -1.103378447749364
pid_  -1.003071316135785
PHID_  1.003071316135785
jobdif_  0.879693544251083
Jcenter  1.635006245301328
plocal_  0.501535658067892
muw  0.240737115872588
sw  -1.003071316135785
Xi  1.805528369044413
wc  2.006142632271569
LA0  0.199317589773521
 
GMM =     49269.21306218
time =        75.91133600
 data and simulated moments 
scommiles      8.66691216      8.51478511
shcommiles_dif     -2.70849410     -2.70966948
swcommiles_difw     -0.29730105     -0.10258098
whours_pww_dif   -671.54653071   -709.87327693
hhours_pww   2206.54212703   2125.18024811
hhours_pwn_dif     63.10283874    214.81970067
shours   1873.12607014   1883.28710974
whwk_pww    973.91420861   1019.43762583
whwk_pwn_dif    683.00321900    672.79270918
hhwk_pww_dif   -604.50613192   -627.31024271
hhwk_pwn_difhpww    -50.52416769   -116.49736505
shwk    495.34145666    494.28214715
wlfp_dif     -0.22074336     -0.14964843
hlfp      0.97377889      0.95357959
wagegap_hw_withn     -0.24397495     -0.24346650
hdj     20.27689349     20.28508762
hdo     20.02657681     20.19142875
d_jobjob_all_psid     17.30000361     15.37374105
d_jobjob_hwithin_psid     16.26666944     14.85580817
d_jobjob_hw_actual      9.74049414     11.46253496
scity_dif      0.07038010      0.09446876
sdo_dif     -1.69306874     -1.48479120
wdo_dif      0.02794151      0.07567696
abs_hdo_wdo      1.86223858      1.87845305
betacom_w     -0.10535006     -0.12004695
betalfp_w     -0.00158860     -0.00565426
betahrs_w     -2.48452209     -2.83424845
betahrs0_w     -5.14604086     -8.24045869
betahwk_w      3.28461779      4.91421072
betacom      0.70642426      0.99751922
betalfp     -0.00192247     -0.00362976
betahrs     -4.93468120    -18.80822364
betahrs0     -5.46210312    -23.99774209
betahwk     -1.06397872      2.30887716
betalwg_w     -0.00117863     -0.00138846
sdj_dif     -1.40987482     -1.39105473
shouseexp      0.19300000      0.19744172
scity      0.39191477      0.33219047
sjobscity      0.49779057      0.60879456
p_gradient     -0.00876873     -0.00695196
p_gradient_simple      0.07276506      0.10234187
snmarried      0.14490000      0.14563983
L      0.53600000      0.55022968
clmm      0.00000000     -2.21948933
 
 data and simulated moments: and dif and weighted dif 
scommiles      0.15212705     -0.32075573
shcommiles_dif      0.00117538     -0.00322504
swcommiles_difw     -0.19472007      0.02065188
whours_pww_dif     38.32674621     -0.19504359
hhours_pww     81.36187892     -0.68134852
hhours_pwn_dif   -151.71686192      0.66420702
shours    -10.16103960      0.03652414
whwk_pww    -45.52341722      0.45946844
whwk_pwn_dif     10.21050981     -0.03494016
hhwk_pww_dif     22.80411079     -0.21351578
hhwk_pwn_difhpww     65.97319737     -0.48170396
shwk      1.05930951     -0.00576372
wlfp_dif     -0.07109493      0.73222127
hlfp      0.02019930     -0.50780880
wagegap_hw_withn     -0.00050845      0.01184133
hdj     -0.00819413      0.07471991
hdo     -0.16485193      0.14643417
d_jobjob_all_psid      1.92626256     -0.54839695
d_jobjob_hwithin_psid      1.41086127     -0.40081799
d_jobjob_hw_actual     -1.72204082      0.30503922
scity_dif     -0.02408866      0.11522424
sdo_dif     -0.20827754      0.09164712
wdo_dif     -0.04773545      0.01410962
abs_hdo_wdo     -0.01621447      0.01744805
betacom_w      0.01469689     -0.02288717
betalfp_w      0.00406566     -1.66293704
betahrs_w      0.34972637     -0.58866411
betahrs0_w      3.09441783     -0.54725084
betahwk_w     -1.62959293      0.14170050
betacom     -0.29109496      0.13156670
betalfp      0.00170729     -0.09603539
betahrs     13.87354245     -0.36124909
betahrs0     18.53563896     -0.53053696
betahwk     -3.37285588      0.05660081
betalwg_w      0.00020983     -0.01094891
sdj_dif     -0.01882009      0.08836159
shouseexp     -0.00444172      0.14045941
scity      0.05972431     -0.40840688
sjobscity     -0.11100399      0.57751043
p_gradient     -0.00181676      0.03740593
p_gradient_simple     -0.02957681      0.73821679
snmarried     -0.00073983      0.01104317
L     -0.01422968      0.00271069
clmm      2.21948933   -221.94893335
 
 parameter value
wa   24.3827510790
b    0.0018814014
ce_    1.0000000000
ces_    1.0000000000
le_   12.9592363872
NLY    0.0000000000
eta_    0.1913899415
crra_    1.1845377102
crrat_    2.0782433232
crrah_    1.1845377102
pi_    0.4717605222
piw_    0.5537292187
piel_    0.4753058026
crrax_    0.6617132342
pish_    0.3801072654
wgap_raw   -0.2322367395
d   24.5682874104
line    1.9529497099
AS1    0.0000000000
A1   -0.1803755295
AC_sub    0.1052190589
sel    0.3321080529
dmin    0.0000000000
AC2    0.0000000000
pid_    0.3671127436
PHID_    2.7239588316
gamd_ 2000.0000000000
deltaw_    0.5000000000
jobdif_    2.4080797921
Jcenter    5.1212606436
plocal_    0.6227044410
Jseg    0.7055980000
muw    0.2405007060
sw    0.3671127436
Xi    6.0724083851
wc    7.4199517164
LA0    0.5502296778
THETA    1.6531214919
THETAHW    0.0000000000
sigmam    1.0000000000
lsbar    0.2671232877
MtoF    1.0000000000
sstaysingleh    0.1449000000
sstaysinglew    0.1449000000
mm    0.0000000000
wb    0.0000000000
typeic    3.7000000000
ic0_    0.0000000000
p0_1    1.0222028955
p0_2    0.9263677361
p0_3    0.9191600639
wfh    0.0000000000
hs_wfh    1.0000000000
p0_4    1.0000000000
wfh_share    1.0000000000
Sup1    0.0000000000
SupS    0.0000000000
Tx    5.1813471503
Tl    5.1813471503
 
 parameter value - raw inputs
eta_  -1.653442353692717
crra_  0.169352580469133
crrat_  0.731522980724657
wgap_raw  -1.459997998918864
d  0.898871388643859
line  4.008345099861132
A1  -0.180375529493751
AC_sub  0.105219058871355
sel  -1.102294902461812
pid_  -1.002086274965283
PHID_  1.002086274965283
jobdif_  0.878829663144554
Jcenter  1.633400628193411
plocal_  0.501043137482642
muw  0.240500705991668
sw  -1.002086274965283
Xi  1.803755294937510
wc  2.004172549930566
LA0  0.201598729635003
 
GMM =      9004.95781799
time =        87.30411670
 data and simulated moments 
scommiles      8.66691216      8.51820745
shcommiles_dif     -2.70849410     -2.73591542
swcommiles_difw     -0.29730105     -0.08519239
whours_pww_dif   -671.54653071   -726.59383193
hhours_pww   2206.54212703   2131.88320671
hhours_pwn_dif     63.10283874    208.11699556
shours   1873.12607014   1882.89502863
whwk_pww    973.91420861   1023.46332226
whwk_pwn_dif    683.00321900    668.64497881
hhwk_pww_dif   -604.50613192   -633.04858061
hhwk_pwn_difhpww    -50.52416769   -114.79481517
shwk    495.34145666    494.34921339
wlfp_dif     -0.22074336     -0.15140098
hlfp      0.97377889      0.95418631
wagegap_hw_withn     -0.24397495     -0.24401467
hdj     20.27689349     20.30395544
hdo     20.02657681     20.20951233
d_jobjob_all_psid     17.30000361     15.37846581
d_jobjob_hwithin_psid     16.26666944     14.85103785
d_jobjob_hw_actual      9.74049414     11.47354249
scity_dif      0.07038010      0.09482138
sdo_dif     -1.69306874     -1.49250792
wdo_dif      0.02794151      0.07701098
abs_hdo_wdo      1.86223858      1.88214937
betacom_w     -0.10535006     -0.12319308
betalfp_w     -0.00158860     -0.00572228
betahrs_w     -2.48452209     -2.87813894
betahrs0_w     -5.14604086     -8.26913343
betahwk_w      3.28461779      4.95414241
betacom      0.70642426      0.99983395
betalfp     -0.00192247     -0.00356629
betahrs     -4.93468120    -18.78984147
betahrs0     -5.46210312    -23.88448158
betahwk     -1.06397872      2.25804420
betalwg_w     -0.00117863     -0.00142433
sdj_dif     -1.40987482     -1.39847835
shouseexp      0.19300000      0.19720792
scity      0.39191477      0.33232641
sjobscity      0.49779057      0.60914209
p_gradient     -0.00876873     -0.00698062
p_gradient_simple      0.07276506      0.10292772
snmarried      0.14490000      0.14521617
L      0.53600000      0.54931323
clmm      0.00000000      0.94851809
 
 data and simulated moments: and dif and weighted dif 
scommiles      0.14870471     -0.31353982
shcommiles_dif      0.02742132     -0.07523962
swcommiles_difw     -0.21210866      0.02249611
whours_pww_dif     55.04730121     -0.28013396
hhours_pww     74.65892032     -0.62521596
hhours_pwn_dif   -145.01415682      0.63486299
shours     -9.76895849      0.03511480
whwk_pww    -49.54911365      0.50009984
whwk_pwn_dif     14.35824019     -0.04913361
hhwk_pww_dif     28.54244869     -0.26724406
hhwk_pwn_difhpww     64.27064748     -0.46927277
shwk      0.99224327     -0.00539881
wlfp_dif     -0.06934238      0.71417142
hlfp      0.01959258     -0.49255571
wagegap_hw_withn      0.00003972     -0.00092498
hdj     -0.02706195      0.24677000
hdo     -0.18293551      0.16249740
d_jobjob_all_psid      1.92153780     -0.54705183
d_jobjob_hwithin_psid      1.41563159     -0.40217321
d_jobjob_hw_actual     -1.73304834      0.30698907
scity_dif     -0.02444129      0.11691097
sdo_dif     -0.20056083      0.08825158
wdo_dif     -0.04906947      0.01450392
abs_hdo_wdo     -0.01991079      0.02142558
betacom_w      0.01784302     -0.02778659
betalfp_w      0.00413368     -1.69075866
betahrs_w      0.39361685     -0.66254116
betahrs0_w      3.12309257     -0.55232200
betahwk_w     -1.66952462      0.14517274
betacom     -0.29340969      0.13261289
betalfp      0.00164382     -0.09246534
betahrs     13.85516027     -0.36077045
betahrs0     18.42237846     -0.52729516
betahwk     -3.32202291      0.05574776
betalwg_w      0.00024570     -0.01282081
sdj_dif     -0.01139648      0.05350722
shouseexp     -0.00420792      0.13306615
scity      0.05958836     -0.40747728
sjobscity     -0.11135152      0.57931850
p_gradient     -0.00178811      0.03681598
p_gradient_simple     -0.03016266      0.75283922
snmarried     -0.00031617      0.00471940
L     -0.01331323      0.00253611
clmm     -0.94851809     94.85180902
 
 parameter value
wa   24.3827510790
b    0.0018814014
ce_    1.0000000000
ces_    1.0000000000
le_   12.9825649780
NLY    0.0000000000
eta_    0.1910553580
crra_    1.1847500130
crrat_    2.0798527405
crrah_    1.1847500130
pi_    0.4717875107
piw_    0.5547261201
piel_    0.4756738853
crrax_    0.6619528745
pish_    0.3798794384
wgap_raw   -0.2324041009
d   24.5916679863
line    1.9531395287
AS1    0.0000000000
A1   -0.1805664066
AC_sub    0.1053304038
sel    0.3317208843
dmin    0.0000000000
AC2    0.0000000000
pid_    0.3667236531
PHID_    2.7268489268
gamd_ 2000.0000000000
deltaw_    0.5000000000
jobdif_    2.4103203374
Jcenter    5.1301203878
plocal_    0.6228290034
Jseg    0.7055980000
muw    0.2407552088
sw    0.3667236531
Xi    6.0840102910
wc    7.4357050693
LA0    0.5493132261
THETA    1.6551116977
THETAHW    0.0000000000
sigmam    1.0000000000
lsbar    0.2671232877
MtoF    1.0000000000
sstaysingleh    0.1449000000
sstaysinglew    0.1449000000
mm    0.0000000000
wb    0.0000000000
typeic    3.7000000000
ic0_    0.0000000000
p0_1    1.0210688798
p0_2    0.9248330909
p0_3    0.9175676214
wfh    0.0000000000
hs_wfh    1.0000000000
p0_4    1.0000000000
wfh_share    1.0000000000
Sup1    0.0000000000
SupS    0.0000000000
Tx    5.1813471503
Tl    5.1813471503
 
 parameter value - raw inputs
eta_  -1.655192060387118
crra_  0.169531792851772
crrat_  0.732297093383392
wgap_raw  -1.459277608327909
d  0.899822592828634
line  4.012586813059682
A1  -0.180566406587686
AC_sub  0.105330403842817
sel  -1.103461373591413
pid_  -1.003146703264920
PHID_  1.003146703264920
jobdif_  0.879759658763335
Jcenter  1.635129126321819
plocal_  0.501573351632460
muw  0.240755208783581
sw  -1.003146703264920
Xi  1.805664065876857
wc  2.006293406529841
LA0  0.197896234375145
 
GMM =      8904.82847156
time =       159.03358760
 data and simulated moments 
scommiles      8.66691216      8.43720792
shcommiles_dif     -2.70849410     -2.69111337
swcommiles_difw     -0.29730105     -0.08083857
whours_pww_dif   -671.54653071   -724.37240432
hhours_pww   2206.54212703   2129.02255683
hhours_pwn_dif     63.10283874    210.97737587
shours   1873.12607014   1881.66387481
whwk_pww    973.91420861   1023.84752920
whwk_pwn_dif    683.00321900    667.76363549
hhwk_pww_dif   -604.50613192   -632.58949498
hhwk_pwn_difhpww    -50.52416769   -114.95945751
shwk    495.34145666    494.86535746
wlfp_dif     -0.22074336     -0.15276591
hlfp      0.97377889      0.95672232
wagegap_hw_withn     -0.24397495     -0.24246821
hdj     20.27689349     20.44120905
hdo     20.02657681     20.34968253
d_jobjob_all_psid     17.30000361     15.64172958
d_jobjob_hwithin_psid     16.26666944     15.15769256
d_jobjob_hw_actual      9.74049414     11.42297383
scity_dif      0.07038010      0.09432414
sdo_dif     -1.69306874     -1.46716953
wdo_dif      0.02794151      0.07416368
abs_hdo_wdo      1.86223858      1.86494570
betacom_w     -0.10535006     -0.11676175
betalfp_w     -0.00158860     -0.00593154
betahrs_w     -2.48452209     -3.13957872
betahrs0_w     -5.14604086     -8.97253200
betahwk_w      3.28461779      5.22568926
betacom      0.70642426      0.98244245
betalfp     -0.00192247     -0.00350415
betahrs     -4.93468120    -19.19235873
betahrs0     -5.46210312    -24.11245886
betahwk     -1.06397872      2.37729229
betalwg_w     -0.00117863     -0.00126242
sdj_dif     -1.40987482     -1.37671871
shouseexp      0.19300000      0.19659944
scity      0.39191477      0.32953394
sjobscity      0.49779057      0.60152032
p_gradient     -0.00876873     -0.00553794
p_gradient_simple      0.07276506      0.08079107
